39 18060 63551
0 0     1.597070e+03 4.733700e+02
15 10832     5.966801e+02 1.849900e+02
19 10832     2.305200e+02 2.766400e+02
15 10833     8.364000e+02 2.242700e+02
19 10833     6.297900e+02 3.364099e+02
15 10834     4.653500e+02 2.473200e+02
19 10834     2.027002e+01 3.740100e+02
30 10834     -6.803400e+02 2.670100e+02
36 10834     7.859800e+02 3.922500e+02
15 10835     5.446200e+02 3.162800e+02
19 10835     1.459800e+02 4.934000e+02
15 10836     8.506700e+02 3.265701e+02
19 10836     6.509099e+02 5.043301e+02
35 10836     2.464500e+02 2.685800e+02
15 10837     4.020699e+02 3.635800e+02
19 10837     -7.912000e+01 5.641400e+02
34 10837     -9.205800e+02 4.785300e+02
36 10837     7.291600e+02 5.100800e+02
15 10838     3.881801e+02 3.945601e+02
19 10838     -1.043300e+02 6.165200e+02
15 10839     8.648700e+02 4.479800e+02
19 10839     6.741899e+02 7.011700e+02
15 10840     8.648700e+02 4.479800e+02
19 10840     6.741899e+02 7.011700e+02
34 10840     -3.888000e+02 5.153300e+02
15 10841     7.678101e+02 4.618500e+02
19 10841     5.107000e+02 7.339500e+02
30 10841     -1.077700e+02 6.736700e+02
15 10842     -2.065100e+02 4.809600e+02
19 10842     -1.002940e+03 7.165200e+02
15 10843     -1.731500e+02 4.845400e+02
19 10843     -9.467500e+02 7.213300e+02
15 10844     -3.172100e+02 5.147700e+02
19 10844     -1.386850e+03 8.841200e+02
15 10845     5.699700e+02 5.303600e+02
19 10845     1.866000e+02 8.493800e+02
21 10845     -2.495700e+02 -5.917200e+02
34 10845     -7.140600e+02 6.522100e+02
15 10846     4.912500e+02 5.482900e+02
16 10846     -7.212800e+02 7.015200e+02
19 10846     6.291003e+01 8.754000e+02
15 10847     6.876700e+02 5.794800e+02
19 10847     3.796500e+02 9.141000e+02
15 10848     4.968500e+02 1.001200e+02
19 10848     7.251001e+01 1.310901e+02
36 10848     8.126200e+02 2.451100e+02
15 10849     4.912900e+02 1.423600e+02
19 10849     6.413000e+01 2.009900e+02
15 10850     8.721000e+02 1.490500e+02
19 10850     6.913501e+02 2.095500e+02
15 10851     4.975699e+02 1.872700e+02
19 10851     7.151001e+01 2.758800e+02
15 10852     8.474399e+02 2.200700e+02
19 10852     6.484800e+02 3.298800e+02
15 10853     5.546500e+02 2.584700e+02
19 10853     1.625100e+02 3.971200e+02
15 10854     5.356200e+02 2.590800e+02
19 10854     1.313700e+02 3.986400e+02
15 10855     8.499301e+02 3.183900e+02
19 10855     6.506699e+02 4.898201e+02
15 10856     7.616100e+02 3.728500e+02
19 10856     5.022700e+02 5.872800e+02
34 10856     -5.066500e+02 4.501100e+02
15 10857     3.250400e+02 3.782400e+02
19 10857     -2.009600e+02 5.841700e+02
30 10857     -9.355000e+02 5.275900e+02
15 10858     8.507900e+02 3.968300e+02
19 10858     6.527000e+02 6.217300e+02
35 10858     2.435500e+02 3.229600e+02
15 10859     5.952500e+02 4.635200e+02
19 10859     2.266400e+02 7.403300e+02
15 10860     2.269399e+02 4.688400e+02
19 10860     -3.538800e+02 7.279299e+02
15 10861     7.813101e+02 4.918700e+02
19 10861     5.341000e+02 7.817200e+02
15 10862     4.687600e+02 5.193000e+02
19 10862     2.747998e+01 8.235400e+02
15 10863     5.023199e+02 5.381300e+02
19 10863     7.940002e+01 8.581400e+02
15 10864     5.814301e+02 5.393700e+02
16 10864     -6.280500e+02 6.876100e+02
19 10864     2.077700e+02 8.628400e+02
36 10864     9.243000e+02 6.915400e+02
15 10865     5.424500e+02 5.529299e+02
19 10865     1.425000e+02 8.851600e+02
36 10865     8.836200e+02 7.052300e+02
15 10866     6.750000e+02 5.574299e+02
19 10866     3.607500e+02 8.900100e+02
15 10867     1.234399e+02 5.636600e+02
19 10867     -4.807400e+02 8.543000e+02
16 10868     -4.017999e+01 5.280701e+02
19 10868     1.264230e+03 5.585900e+02
21 10868     -1.360400e+02 -1.309003e+01
22 10868     -1.027410e+03 4.229500e+02
16 10869     -1.660200e+02 4.163201e+02
19 10869     1.035710e+03 3.466400e+02
16 10870     -3.480600e+02 4.010200e+02
19 10870     6.827200e+02 3.765601e+02
16 10871     -7.048600e+02 3.172600e+02
19 10871     5.628003e+01 2.395901e+02
16 10872     -7.048600e+02 3.172600e+02
19 10872     5.628003e+01 2.395901e+02
30 10872     -6.406600e+02 1.096300e+02
16 10873     -4.421400e+02 3.005000e+02
19 10873     5.015800e+02 2.062000e+02
16 10874     -1.834300e+02 3.626000e+02
19 10874     1.003710e+03 2.510300e+02
16 10875     -5.640200e+02 4.649399e+02
19 10875     2.997400e+02 4.941200e+02
16 10876     -3.588300e+02 6.110200e+02
19 10876     6.712000e+02 7.409900e+02
16 10877     -6.818600e+02 3.097700e+02
19 10877     8.948999e+01 2.287300e+02
30 10877     -6.048300e+02 9.415997e+01
16 10878     -1.941500e+02 3.920400e+02
19 10878     9.865200e+02 2.988700e+02
16 10879     -2.256700e+02 4.148900e+02
19 10879     9.336499e+02 3.322000e+02
21 10879     -3.555005e+01 -1.795900e+02
16 10880     -4.531200e+02 5.141799e+02
19 10880     4.940699e+02 5.786300e+02
16 10881     -7.555100e+02 5.406200e+02
19 10881     -6.199951e+00 6.092300e+02
16 10882     -1.736700e+02 3.649600e+02
19 10882     1.019940e+03 2.585601e+02
16 10883     -7.285700e+02 4.109600e+02
19 10883     2.690002e+01 3.961799e+02
35 10883     -5.015002e+01 2.033500e+02
16 10884     -4.669000e+01 4.256300e+02
19 10884     1.249280e+03 3.846200e+02
16 10885     -2.335100e+02 4.503600e+02
19 10885     9.228501e+02 3.885500e+02
16 10886     -2.335100e+02 4.503600e+02
19 10886     9.228501e+02 3.885500e+02
16 10887     -2.142000e+02 4.555300e+02
19 10887     9.545801e+02 4.008000e+02
16 10888     -2.373400e+02 5.033300e+02
19 10888     9.195701e+02 4.697800e+02
16 10889     -7.459998e+01 5.541100e+02
19 10889     1.200600e+03 5.955000e+02
16 10890     -7.292100e+02 5.599900e+02
19 10890     3.606006e+01 6.434000e+02
34 10890     -8.314500e+02 5.236799e+02
36 10890     8.073700e+02 5.558900e+02
16 10891     -8.673900e+02 5.792400e+02
19 10891     -1.678000e+02 6.587800e+02
30 10891     -8.950900e+02 6.148300e+02
36 10891     6.747500e+02 5.700900e+02
16 10892     -6.091800e+02 7.185699e+02
19 10892     2.466100e+02 9.024500e+02
21 10892     -2.878000e+02 -5.630800e+02
16 10893     -6.717400e+02 2.297800e+02
19 10893     9.956995e+01 9.137000e+01
30 10893     -5.988800e+02 -6.309998e+01
16 10894     -3.413200e+02 4.352800e+02
19 10894     6.971101e+02 4.328700e+02
16 10895     -2.133700e+02 4.718800e+02
19 10895     9.581001e+02 4.268800e+02
16 10896     -1.936000e+02 4.775800e+02
19 10896     9.906499e+02 4.399500e+02
16 10897     -6.925000e+01 5.660900e+02
20 10897     -9.610600e+02 7.359998e+01
16 10898     -3.104400e+02 3.298700e+02
19 10898     7.511799e+02 2.412000e+02
16 10899     9.977100e+02 3.732800e+02
17 10899     -8.608000e+02 4.977000e+02
18 10899     5.893994e+01 2.005005e+01
27 10899     -9.007200e+02 3.088401e+02
16 10900     -2.430400e+02 4.096000e+02
19 10900     9.070200e+02 3.202300e+02
16 10901     -4.703998e+01 4.176400e+02
18 10901     -1.071110e+03 1.369000e+02
16 10902     -2.001953e-02 4.468700e+02
19 10902     1.338280e+03 4.299199e+02
16 10903     -1.574200e+02 4.873500e+02
19 10903     1.052440e+03 4.656300e+02
16 10904     -3.236600e+02 5.020500e+02
19 10904     7.318999e+02 5.477300e+02
16 10905     -4.704400e+02 5.423900e+02
19 10905     4.640100e+02 6.295701e+02
16 10906     4.296100e+02 5.651899e+02
18 10906     -6.365002e+01 1.152900e+02
27 10906     -3.668000e+02 6.244900e+02
37 10906     -1.315520e+03 4.784900e+02
16 10907     -6.587700e+02 5.846700e+02
19 10907     1.503400e+02 6.907700e+02
30 10907     -5.294200e+02 6.285300e+02
34 10907     -7.465200e+02 5.470400e+02
36 10907     8.811000e+02 5.837000e+02
16 10908     -3.449100e+02 6.112700e+02
19 10908     6.971599e+02 7.396500e+02
21 10908     -1.968600e+02 -3.301000e+02
16 10909     -5.824600e+02 6.179500e+02
19 10909     2.747600e+02 7.540100e+02
16 10910     -3.857100e+02 6.280000e+02
19 10910     6.218800e+02 7.736400e+02
16 10911     -3.562900e+02 7.114000e+02
19 10911     6.928799e+02 8.837200e+02
16 10912     -6.892400e+02 2.245900e+02
19 10912     7.243994e+01 8.289001e+01
16 10913     -2.000500e+02 3.610200e+02
19 10913     9.755200e+02 2.449199e+02
16 10914     -1.609600e+02 3.938500e+02
19 10914     1.043690e+03 3.075601e+02
16 10915     -2.293600e+02 4.193700e+02
19 10915     9.287100e+02 3.390701e+02
16 10916     8.010010e+00 4.256799e+02
18 10916     -9.860300e+02 1.376899e+02
26 10916     -9.037700e+02 3.584600e+02
16 10917     -2.475500e+02 4.386600e+02
19 10917     8.999800e+02 3.673000e+02
16 10918     -1.224600e+02 4.580300e+02
19 10918     1.112180e+03 4.245801e+02
16 10919     -1.632800e+02 4.803900e+02
19 10919     1.041330e+03 4.531500e+02
32 10919     -9.416600e+02 3.512800e+02
16 10920     -3.726100e+02 5.253900e+02
19 10920     6.413999e+02 5.960601e+02
16 10921     -3.487300e+02 6.145000e+02
19 10921     6.903501e+02 7.450500e+02
16 10922     -4.881700e+02 6.318400e+02
19 10922     4.379800e+02 7.808201e+02
35 10922     1.349500e+02 3.912600e+02
16 10923     -4.168000e+02 3.253000e+02
19 10923     5.479700e+02 2.484600e+02
16 10924     4.479980e+00 3.797600e+02
20 10924     -8.553700e+02 -1.262800e+02
16 10925     -3.297000e+02 3.795900e+02
19 10925     7.165701e+02 3.338000e+02
16 10926     -2.327800e+02 4.225300e+02
19 10926     9.233999e+02 3.425200e+02
16 10927     -2.327800e+02 4.225300e+02
19 10927     9.233999e+02 3.425200e+02
32 10927     -1.046360e+03 2.619900e+02
16 10928     -3.218500e+02 4.385400e+02
19 10928     7.337300e+02 4.354099e+02
16 10929     -1.908100e+02 4.531000e+02
19 10929     9.960000e+02 4.033700e+02
16 10930     -1.815000e+02 4.759600e+02
19 10930     1.010620e+03 4.400500e+02
16 10931     -4.466200e+02 4.812200e+02
19 10931     5.029200e+02 5.219900e+02
16 10932     -3.353500e+02 5.001200e+02
19 10932     7.107400e+02 5.450200e+02
16 10933     2.350000e+01 5.095100e+02
19 10933     1.383260e+03 5.359099e+02
21 10933     -1.182000e+02 4.277002e+01
22 10933     -9.579500e+02 4.018700e+02
26 10933     -8.668300e+02 4.815701e+02
32 10933     -6.590500e+02 3.889099e+02
35 10933     6.775200e+02 3.319399e+02
16 10934     -2.815000e+02 5.365601e+02
19 10934     8.174399e+02 5.944399e+02
16 10935     -2.834000e+02 5.462800e+02
19 10935     8.138201e+02 6.099900e+02
16 10936     -2.200000e+01 5.544100e+02
19 10936     1.298330e+03 6.019200e+02
21 10936     -1.638500e+02 6.960022e+00
22 10936     -1.002230e+03 4.529500e+02
16 10937     -3.819700e+02 5.910000e+02
19 10937     6.256899e+02 7.093500e+02
16 10938     -4.375500e+02 6.147200e+02
19 10938     5.253400e+02 7.542600e+02
34 10938     -4.856700e+02 5.595200e+02
16 10939     -5.255500e+02 6.823400e+02
19 10939     3.765900e+02 8.662600e+02
17 10940     1.168080e+03 2.992900e+02
20 10940     5.513301e+02 -2.459700e+02
17 10941     1.168080e+03 2.992900e+02
20 10941     5.513301e+02 -2.459700e+02
31 10941     1.060500e+02 1.738101e+02
17 10942     9.572400e+02 6.753201e+02
18 10942     5.734800e+02 5.690991e+01
24 10942     6.478600e+02 1.325000e+01
27 10942     7.430054e+00 3.790800e+02
29 10942     6.740900e+02 1.961500e+02
31 10942     2.539001e+01 3.280400e+02
33 10942     9.639199e+02 4.054500e+02
17 10943     8.809600e+02 4.986100e+02
20 10943     4.789301e+02 -1.896700e+02
24 10943     6.275300e+02 -3.810999e+01
29 10943     6.178101e+02 7.971997e+01
33 10943     9.215500e+02 3.038900e+02
37 10943     -5.917200e+02 1.947900e+02
17 10944     8.836201e+02 7.109200e+02
20 10944     4.798400e+02 -1.304700e+02
27 10944     -2.867004e+01 3.984600e+02
31 10944     -1.119995e+00 3.482200e+02
17 10945     9.306201e+02 4.824399e+02
18 10945     5.658401e+02 -4.300537e-01
25 10945     4.914800e+02 -3.057500e+02
27 10945     -4.449951e+00 2.866200e+02
29 10945     6.574700e+02 6.832001e+01
31 10945     1.684998e+01 2.541500e+02
33 10945     9.481599e+02 2.965701e+02
37 10945     -5.722200e+02 1.889099e+02
17 10946     8.361499e+02 6.724800e+02
18 10946     5.432800e+02 5.795996e+01
20 10946     4.709000e+02 -1.425699e+02
23 10946     5.299100e+02 -2.025400e+02
25 10946     4.435100e+02 -2.233000e+02
17 10947     -7.545400e+02 3.638301e+02
18 10947     9.350000e+01 -2.244995e+01
28 10947     -4.940000e+02 -2.895800e+02
17 10948     8.758899e+02 3.701699e+02
18 10948     5.512100e+02 -3.783997e+01
20 10948     4.796500e+02 -2.241300e+02
31 10948     -5.300293e-01 2.077100e+02
37 10948     -5.910000e+02 1.434500e+02
17 10949     8.477800e+02 3.880300e+02
18 10949     5.448301e+02 -3.175000e+01
29 10949     5.953800e+02 9.250000e+00
33 10949     9.021399e+02 2.436699e+02
17 10950     1.346920e+03 3.982600e+02
20 10950     5.992200e+02 -2.191899e+02
24 10950     7.563000e+02 -6.900000e+01
25 10950     6.752200e+02 -3.413899e+02
29 10950     9.278800e+02 9.479980e+00
37 10950     -4.154000e+02 1.525701e+02
17 10951     1.339390e+03 4.546599e+02
20 10951     5.965000e+02 -2.041500e+02
22 10951     5.617200e+02 2.269399e+02
23 10951     6.232400e+02 -2.448400e+02
27 10951     1.836000e+02 2.686599e+02
29 10951     9.230601e+02 4.587000e+01
31 10951     1.695800e+02 2.420500e+02
33 10951     1.179860e+03 2.836400e+02
17 10952     1.188580e+03 7.797400e+02
20 10952     5.541499e+02 -1.137800e+02
22 10952     5.111700e+02 3.469500e+02
23 10952     5.900800e+02 -1.811900e+02
24 10952     7.103700e+02 4.216998e+01
25 10952     5.990300e+02 -1.766801e+02
27 10952     1.154700e+02 4.229600e+02
29 10952     8.297200e+02 2.556100e+02
33 10952     1.095170e+03 4.654399e+02
37 10952     -4.768300e+02 3.047600e+02
17 10953     -1.005110e+03 8.935400e+02
20 10953     6.880005e+01 -5.435999e+01
17 10954     8.870701e+02 1.426600e+02
20 10954     4.830699e+02 -2.881700e+02
37 10954     -5.872900e+02 5.156995e+01
17 10955     -6.623900e+02 2.683101e+02
20 10955     1.126300e+02 -2.399399e+02
25 10955     -2.559900e+02 -4.112900e+02
28 10955     -4.619900e+02 -3.269100e+02
17 10956     1.024320e+03 3.753900e+02
18 10956     5.928301e+02 -3.838000e+01
33 10956     1.000880e+03 2.381200e+02
37 10956     -5.378000e+02 1.448900e+02
17 10957     8.673501e+02 5.223700e+02
20 10957     4.770900e+02 -1.811200e+02
22 10957     4.272600e+02 2.519700e+02
25 10957     4.611000e+02 -2.894200e+02
27 10957     -3.681995e+01 3.076799e+02
29 10957     6.019900e+02 9.758002e+01
31 10957     -3.650024e+00 2.701500e+02
33 10957     9.127100e+02 3.205400e+02
37 10957     -5.946700e+02 2.056799e+02
17 10958     1.208120e+03 6.243800e+02
20 10958     5.590701e+02 -1.562200e+02
22 10958     5.213300e+02 2.896799e+02
23 10958     5.957300e+02 -2.114500e+02
25 10958     6.109301e+02 -2.436000e+02
27 10958     1.244900e+02 3.503800e+02
31 10958     1.153199e+02 3.093401e+02
33 10958     1.105190e+03 3.785701e+02
37 10958     -4.622900e+02 2.435300e+02
17 10959     8.683799e+02 7.299100e+02
18 10959     5.513999e+02 7.833008e+01
27 10959     -3.548999e+01 4.056000e+02
31 10959     -3.579956e+00 3.521699e+02
33 10959     9.150200e+02 4.329099e+02
17 10960     8.683799e+02 7.299100e+02
18 10960     5.513999e+02 7.833008e+01
25 10960     4.585400e+02 -1.994301e+02
31 10960     -3.579956e+00 3.521699e+02
33 10960     9.150200e+02 4.329099e+02
17 10961     1.207290e+03 5.426001e+01
18 10961     6.466799e+02 -1.450400e+02
20 10961     5.623101e+02 -3.149000e+02
17 10962     1.138920e+03 1.521799e+02
18 10962     6.249399e+02 -1.131300e+02
37 10962     -4.939600e+02 5.555005e+01
17 10963     -7.582800e+02 4.821899e+02
18 10963     9.245996e+01 1.558997e+01
25 10963     -2.979500e+02 -3.160500e+02
27 10963     -8.489300e+02 3.004600e+02
17 10964     -8.104200e+02 4.829600e+02
18 10964     7.479004e+01 1.540002e+01
32 10964     8.579600e+02 1.094600e+02
17 10965     1.152850e+03 5.502100e+02
18 10965     6.292200e+02 1.666003e+01
27 10965     9.866003e+01 3.152400e+02
33 10965     1.072890e+03 3.375400e+02
17 10966     1.227960e+03 5.654199e+02
18 10966     6.533899e+02 2.180005e+01
31 10966     1.238400e+02 2.856899e+02
17 10967     9.704199e+02 5.836500e+02
18 10967     5.762900e+02 2.987000e+01
27 10967     1.376001e+01 3.350801e+02
31 10967     2.955005e+01 2.939099e+02
33 10967     9.708799e+02 3.552600e+02
37 10967     -5.588600e+02 2.290701e+02
17 10968     8.713101e+02 7.483900e+02
18 10968     5.522900e+02 8.435999e+01
27 10968     -3.301001e+01 4.135300e+02
31 10968     -3.099976e+00 3.593300e+02
37 10968     -5.917100e+02 2.949099e+02
17 10969     1.156760e+03 9.111499e+02
18 10969     6.329399e+02 1.349199e+02
20 10969     5.451699e+02 -7.638000e+01
25 10969     5.815500e+02 -1.206200e+02
31 10969     9.653003e+01 4.253000e+02
33 10969     1.076310e+03 5.390701e+02
37 10969     -4.888199e+02 3.572800e+02
17 10970     1.156760e+03 9.111499e+02
18 10970     6.329399e+02 1.349199e+02
20 10970     5.451699e+02 -7.638000e+01
22 10970     5.023800e+02 3.968201e+02
24 10970     7.013000e+02 8.002002e+01
25 10970     5.815500e+02 -1.206200e+02
31 10970     9.653003e+01 4.253000e+02
33 10970     1.076310e+03 5.390701e+02
37 10970     -4.888199e+02 3.572800e+02
17 10971     9.655701e+02 9.803701e+02
18 10971     5.826001e+02 1.585100e+02
25 10971     4.949200e+02 -8.987000e+01
27 10971     9.829956e+00 5.196400e+02
31 10971     3.189001e+01 4.511200e+02
33 10971     9.712100e+02 5.673300e+02
37 10971     -5.553000e+02 3.853800e+02
17 10972     1.075140e+03 9.855901e+02
18 10972     6.136001e+02 1.595400e+02
23 10972     5.706700e+02 -1.397300e+02
24 10972     6.816000e+02 1.020000e+02
31 10972     7.104004e+01 4.530000e+02
17 10973     9.488899e+02 1.335999e+01
18 10973     5.691001e+02 -1.558500e+02
17 10974     1.235770e+03 2.558997e+01
18 10974     6.546399e+02 -1.548600e+02
20 10974     5.700100e+02 -3.236500e+02
17 10975     -6.816100e+02 1.053101e+02
18 10975     1.173101e+02 -1.060601e+02
23 10975     2.643300e+02 -3.093300e+02
31 10975     -5.511900e+02 9.683002e+01
17 10976     -7.110601e+02 1.043000e+02
18 10976     1.065500e+02 -1.057600e+02
28 10976     -4.826000e+02 -3.902100e+02
17 10977     1.393970e+03 1.430500e+02
18 10977     7.062800e+02 -1.171000e+02
17 10978     1.357620e+03 1.882400e+02
18 10978     6.949600e+02 -1.016400e+02
17 10979     1.083630e+03 2.083700e+02
18 10979     6.099399e+02 -9.362000e+01
20 10979     5.302100e+02 -2.714100e+02
22 10979     4.802800e+02 1.340200e+02
29 10979     7.629900e+02 -1.093900e+02
31 10979     7.390002e+01 1.423800e+02
37 10979     -5.148199e+02 7.781006e+01
17 10980     1.012840e+03 2.314900e+02
18 10980     5.897500e+02 -8.485999e+01
20 10980     5.129301e+02 -2.637900e+02
31 10980     4.850000e+01 1.518900e+02
37 10980     -5.403800e+02 8.703003e+01
17 10981     9.783201e+02 5.045500e+02
18 10981     5.788201e+02 4.920044e+00
22 10981     4.492300e+02 2.452700e+02
27 10981     1.717004e+01 2.969299e+02
33 10981     9.745100e+02 3.118201e+02
37 10981     -5.552200e+02 1.969900e+02
17 10982     1.219840e+03 1.430005e+01
18 10982     6.508401e+02 -1.579301e+02
17 10983     -5.877700e+02 1.075400e+02
18 10983     1.458199e+02 -1.054900e+02
20 10983     1.323000e+02 -2.852900e+02
25 10983     -2.219800e+02 -4.849500e+02
17 10984     1.368530e+03 1.535801e+02
20 10984     6.059900e+02 -2.877400e+02
37 10984     -4.057000e+02 5.545996e+01
17 10985     1.183100e+03 1.752200e+02
18 10985     6.391899e+02 -1.050601e+02
17 10986     3.133401e+02 2.313700e+02
18 10986     5.190500e+02 -5.742004e+01
20 10986     4.503199e+02 -2.405200e+02
28 10986     -1.945000e+02 -3.502400e+02
29 10986     -1.175800e+02 -1.331200e+02
31 10986     -7.466003e+01 1.554099e+02
17 10987     -8.726100e+02 3.310100e+02
20 10987     5.554004e+01 -2.232000e+02
17 10988     1.351820e+03 3.992300e+02
18 10988     6.927400e+02 -3.343005e+01
17 10989     1.071760e+03 4.733900e+02
20 10989     5.256700e+02 -1.970000e+02
22 10989     4.759500e+02 2.332000e+02
25 10989     5.540699e+02 -3.101300e+02
29 10989     7.541500e+02 6.253003e+01
17 10990     -8.163900e+02 4.969900e+02
20 10990     7.005005e+01 -1.779301e+02
27 10990     -8.768600e+02 3.081400e+02
31 10990     -6.057700e+02 2.531100e+02
17 10991     -8.163900e+02 4.969900e+02
18 10991     7.441003e+01 1.971997e+01
20 10991     7.005005e+01 -1.779301e+02
27 10991     -8.768600e+02 3.081400e+02
31 10991     -6.057700e+02 2.531100e+02
17 10992     1.287350e+03 5.855500e+02
18 10992     6.717900e+02 2.727002e+01
22 10992     5.418500e+02 2.756400e+02
25 10992     6.457300e+02 -2.611100e+02
27 10992     1.613000e+02 3.299600e+02
31 10992     1.470000e+02 2.940100e+02
33 10992     1.150940e+03 3.565500e+02
37 10992     -4.388900e+02 2.272900e+02
17 10993     1.017330e+03 6.256599e+02
18 10993     5.889500e+02 4.218994e+01
25 10993     5.283900e+02 -2.436200e+02
17 10994     1.071460e+03 6.513401e+02
18 10994     6.050500e+02 5.087000e+01
24 10994     6.786400e+02 5.869995e+00
27 10994     6.076001e+01 3.646300e+02
29 10994     7.520200e+02 1.764600e+02
31 10994     6.629004e+01 3.204099e+02
33 10994     1.027830e+03 3.925300e+02
37 10994     -5.209900e+02 2.554600e+02
17 10995     8.773000e+02 7.787000e+02
18 10995     5.507500e+02 9.387000e+01
25 10995     4.616600e+02 -1.766600e+02
27 10995     -3.020996e+01 4.282500e+02
29 10995     6.171600e+02 2.612700e+02
37 10995     -5.921899e+02 3.071300e+02
17 10996     1.009970e+03 7.909500e+02
18 10996     5.877400e+02 9.602002e+01
17 10997     5.530901e+02 8.946299e+02
20 10997     6.053999e+02 -2.087000e+01
17 10998     3.276101e+02 2.316899e+02
18 10998     5.242600e+02 -5.753003e+01
20 10998     4.544700e+02 -2.405100e+02
28 10998     -1.891100e+02 -3.503600e+02
31 10998     -6.867004e+01 1.556500e+02
17 10999     1.394820e+03 2.692400e+02
18 10999     7.064199e+02 -7.612000e+01
20 10999     6.123799e+02 -2.555200e+02
31 10999     1.921400e+02 1.676699e+02
17 11000     1.377650e+03 2.927400e+02
18 11000     7.014600e+02 -6.812000e+01
24 11000     7.668101e+02 -9.853003e+01
31 11000     1.844100e+02 1.769500e+02
17 11001     1.104140e+03 4.069099e+02
20 11001     5.344500e+02 -2.162000e+02
22 11001     4.859100e+02 2.081300e+02
24 11001     6.868400e+02 -6.632001e+01
25 11001     5.654100e+02 -3.419399e+02
29 11001     7.691100e+02 1.501001e+01
31 11001     8.051001e+01 2.227900e+02
33 11001     1.044820e+03 2.558401e+02
37 11001     -5.081000e+02 1.574299e+02
17 11002     1.359830e+03 5.798800e+02
18 11002     6.947100e+02 2.571997e+01
20 11002     6.001201e+02 -1.682800e+02
31 11002     1.748700e+02 2.925000e+02
33 11002     1.192010e+03 3.538500e+02
37 11002     -4.110699e+02 2.253600e+02
17 11003     1.130070e+03 5.989299e+02
18 11003     6.222600e+02 3.246997e+01
25 11003     5.780699e+02 -2.549200e+02
37 11003     -4.990100e+02 2.335000e+02
17 11004     1.188720e+03 6.003800e+02
18 11004     6.404199e+02 3.273999e+01
29 11004     8.340000e+02 1.417000e+02
37 11004     -4.770200e+02 2.340100e+02
17 11005     1.172850e+03 6.122800e+02
18 11005     6.353601e+02 3.683997e+01
31 11005     1.029200e+02 3.048101e+02
37 11005     -4.830100e+02 2.386599e+02
17 11006     -9.188900e+02 9.508701e+02
18 11006     1.236700e+02 1.823401e+02
27 11006     -9.572700e+02 5.329399e+02
17 11007     1.048120e+03 2.207500e+02
18 11007     6.001699e+02 -8.871997e+01
17 11008     3.032800e+02 5.222100e+02
18 11008     5.171200e+02 4.398999e+01
17 11009     -1.170190e+03 1.002900e+03
18 11009     2.350000e+01 1.969700e+02
19 11010     1.043200e+03 2.637300e+02
20 11010     -1.088210e+03 -1.195500e+02
0 11011     -1.425280e+03 5.336000e+02
34 11011     -7.391600e+02 4.481400e+02
35 11011     1.102002e+01 2.763600e+02
36 11011     8.869399e+02 4.960701e+02
0 11012     2.440400e+02 7.068994e+01
30 11012     7.318800e+02 -2.522100e+02
0 11013     2.109200e+02 1.019000e+02
30 11013     7.225200e+02 -2.445300e+02
0 11014     -1.663390e+03 3.171799e+02
30 11014     -7.602300e+02 2.190100e+02
0 11015     -7.714100e+02 8.371300e+02
35 11015     2.829200e+02 4.876899e+02
0 11016     3.090699e+02 8.663000e+01
30 11016     7.515100e+02 -2.493700e+02
0 11017     1.527620e+03 1.248101e+02
26 11017     5.017900e+02 1.446500e+02
0 11018     -8.610900e+02 3.297900e+02
21 11018     -7.329956e+00 -3.413900e+02
0 11019     -1.486590e+03 3.978101e+02
36 11019     8.500200e+02 4.186899e+02
0 11020     -1.657450e+03 3.971100e+02
35 11020     -8.426001e+01 2.057200e+02
0 11021     2.796801e+02 1.018199e+02
30 11021     7.428300e+02 -2.452300e+02
0 11022     2.846000e+02 1.922600e+02
30 11022     7.441000e+02 -2.206500e+02
0 11023     3.190900e+02 1.992500e+02
30 11023     7.540500e+02 -2.186000e+02
0 11024     2.952700e+02 2.177000e+02
30 11024     7.471300e+02 -2.131600e+02
0 11025     -1.607640e+03 2.667700e+02
30 11025     -6.990400e+02 1.617100e+02
0 11026     1.418000e+02 3.233301e+02
30 11026     7.071000e+02 -1.824800e+02
0 11027     -1.590430e+03 4.884700e+02
34 11027     -8.520200e+02 4.240601e+02
35 11027     -5.712000e+01 2.507100e+02
36 11027     7.878101e+02 4.678800e+02
0 11028     -1.273610e+03 5.954399e+02
30 11028     -3.498700e+02 5.391799e+02
34 11028     -6.361300e+02 4.856600e+02
36 11028     9.829399e+02 5.388900e+02
0 11029     -2.557900e+02 7.094000e+02
30 11029     6.527900e+02 1.389500e+02
0 11030     -8.787300e+02 7.691400e+02
21 11030     -2.462500e+02 -4.108199e+02
0 11031     2.315601e+02 9.555801e+02
26 11031     -1.717999e+01 5.549900e+02
0 11032     1.970200e+02 4.970996e+01
30 11032     7.187900e+02 -2.598000e+02
0 11033     -1.341980e+03 7.147998e+01
30 11033     -4.043000e+02 -5.125000e+01
0 11034     2.364399e+02 1.226000e+02
30 11034     7.308700e+02 -2.401000e+02
0 11035     2.486200e+02 1.713401e+02
30 11035     7.337600e+02 -2.262500e+02
0 11036     1.807500e+02 1.742600e+02
30 11036     7.154399e+02 -2.255600e+02
0 11037     9.813501e+02 1.930300e+02
26 11037     4.997998e+01 2.230400e+02
0 11038     1.637100e+03 2.034900e+02
26 11038     5.815500e+02 2.029200e+02
0 11039     -1.620220e+03 2.178500e+02
30 11039     -7.106900e+02 1.085000e+02
